PC1,PC2,PC3,PC4,PC5,PC6,term
-263611230458868,779460557042675,470459327461426,-110253822870059,330401366255523,216259756684157,soukous
-277337621009087,130464862742187,-857997747652765,244253373177969,651868936826964,192918563674912,blues-rock
-289521982534647,-863487355376035,546393905869568,11114621150861,101024479441515,222246476267719,rock
-285393346493481,-536757825039897,14746194291961,809110571568923,913454082636745,227625228998798,progressive house
-291687417315375,-741572010418927,-163185968949062,-285791534104466,-901603614601178,218634626615271,chill-out
-278021560005904,-206127792108909,357554843015452,-671964672687023,-862878630305044,229890988377695,congo
-253967199096955,849936660771836,-165257883386072,-276655015353045,-235604899341429,217084146235647,dance rock
-174485235048238,-122592047315623,75068044348139,116847879134547,366159097759874,138705771658828,heartland rock
-254174653828615,373776060450883,-107131763454436,205155791942131,-177989331823485,655772884367924,breakbeat
-276097062179344,140877188110037,128969371563722,-987150632744248,-398935976693859,238588008273533,tech house
-27098801249776,280441104689195,995055363281221,-399693887764725,514416008052438,231211514869468,vaudeville
-12109553157364,107475770131109,140165183774603,-192885286237565,-196313201544446,159299467775377,latin jazz
-242431136045435,227414789705478,-762528217440717,-440583681402522,154381413466558,207710594362082,orchestra
-261840922969655,103780550078514,-144681061785627,-105125044660872,-192522704617423,218299620712453,dance pop
-139438990092442,964068584741585,193116318393755,187311230908063,-699747147767438,177801346983202,country rock
-242819057763203,246456197623614,-124342920267095,-576735847315811,135351015165633,212096115541333,chill-out
-249685999339328,172115503842046,-141303067075774,174640444548226,162187185531683,217945453946393,chill-out
-282048713216642,-529000803163175,-557980757620861,801444129451937,825744393532751,239216040572022,grunge
-269228226531027,210173997601217,-10708114910408,307384678309734,110879128225384,231988425517784,art rock
-276576119711929,-168093925323547,-188335181977338,-550423905109157,-225906781034399,247666783371291,latin jazz
-282254281023599,-743188708229274,831479765620562,217591301499684,572824591411255,258564534722493,country rock
-272090252552668,656434074282619,-141597595427411,14855301993989,904065052120143,232270285965158,industrial metal
-282820209092149,-845260235984133,-914875421822418,-191123042072699,38384197970859,252911718100096,heavy metal
-25984478202687,132185079766644,67414355726335,430958981248236,835216775605469,250088946440087,free jazz
-264651280424874,576636233841051,-124656138481863,-544588703017795,152439134519253,246939162868471,tribal house
-275079388656664,148148053414998,157900052443672,14655980623193,-891616721131546,247520266791165,progressive house
-25087256604611,332719668798273,-693414103233839,695123270953445,-902470852439085,233052286754654,experimental rock
-246902815336407,180651532192263,125977484684863,-17525501209111,-658038322060766,262899868547898,folk metal
-282089700830839,-751478378628642,144613360792561,-392570079018308,-147883590269163,27722825003555,british pop
-266820440702557,-193144987699778,244571196954279,-147567491502145,190506518710088,267981850982408,lovers rock
-2934022337916,-148888706600297,135753858347787,-182676459076246,-387624277103216,28096180590389,breakbeat
-129940418332098,704208458339345,-800274759037948,438935271858424,-324998992993109,163659772734807,jug band
-182618287746095,715730515306275,199132290401401,1645903634974,-339552614273727,124177561258368,experimental rock
-256254400331887,867727846914868,458580422691136,-652571313691121,918741010619105,259985584098213,cantonese pop
-262554565200421,-452041195530125,636716212311383,-136682597947876,13369375694951,27307950614963,latin jazz
-280256874016843,-686103303580455,-117514697534898,-711731165501307,-159378968332845,263982167811353,dance rock
-266894146796955,690922954982655,633716002961136,-513120551791733,616503425203962,27078492295328,progressive house
-284462354173663,-642281492971447,989378719923649,-689364061963114,-1185173582884,284666237852778,chill-out
-257802508922609,376329574270527,-16959639115239,-148242587324305,315919347545343,261372467574042,jazz
-282454101255779,-146140401665147,-227386501074901,-143835959040444,-477795384592303,287819097401227,blues-rock
-267391525939495,55981541633485,-146396228535125,285759095009621,189308171831321,260756240227521,stoner metal
-261714640445601,52088224451377,162151783240638,-109522003351993,481602205843226,287848786626385,deep house
-293922855574276,-152277486688517,-357847836086834,657424495027206,-209646424682918,283946921498029,blues-rock
-271746387246509,187472099319261,-151092449088106,-254277788174962,-478632508619494,269380482504307,alternative dance
-274053238801958,245922916695137,-286516038219857,564208073904718,-574488587344869,277146316266305,dub
-261565997464486,218933633393477,-339512761125804,139131312025041,-453538815218279,260313719889823,congo
-263150339200634,572253845204747,-150915826198561,-370076807702482,529632582747937,268719901906307,progressive house
-262003252476313,780649548056913,-14374939407139,-731738088331277,666686932342269,272586621578912,jungle music
-265674993591138,-977075898970771,824318794302881,-151158560924824,117032856161749,299364003934474,funk rock
-245410192987973,-512907775390896,547075511723945,-275333768692482,162054689935409,294948862279258,stand-up comedy
-263460795256969,491018381803667,-152655096955708,-217274430083028,172337548068373,274810730268968,trip hop
-274096009306571,101915508618369,204230588269177,13794871432223,-474953173339139,291950467391773,breakbeat
-267275163129831,45776311595435,112846902872847,880620145659884,153757588641161,292337944307177,stoner metal
-283143370999945,604217971180444,147264619441434,146351321969281,-120735397387621,292867351074978,black metal
-256873441893887,105593535168538,114377645344778,-294169239554427,-626548205978515,306583454572814,folk-pop
-280202299754983,-695136620608538,-83317290205646,682981654041611,331618109946504,28630245236351,hip hop
-280102343481152,-685667715260141,148383141056789,527224911894774,382198737058798,302033821161325,stoner metal
-260753741060633,595479514871026,-123639597571797,-220439812673297,511452329922511,281507647228897,chicago blues
-163945323489146,435460588241963,-307322264506829,-174097223787274,-145426945257354,129762598406386,technical death metal
-259523254546443,47692494973223,415683479753424,315324832711221,135764799034778,291038635684156,trip hop
-275747003015778,898565180982812,175667547907696,144225944284892,-675032412956419,298701387177964,salsa
-102926543993765,18707204433691,-15658302566724,-310362072703251,-36411873171872,190284954117588,gabba
-283579792646478,369329071749192,-130507615116064,74947891508635,-154375571888637,292329701458745,ccm
-272178994681392,-130128812021318,-611615220722176,-463068482501577,125647675735793,304217964212068,reggae
-283453619996877,-365170378328664,-304772413289353,256377373076616,-128476028039558,303554024919497,progressive house
-264033315414646,203465177640054,878082073518297,683396342557004,-163539271465506,299261147961136,experimental rock
-253333992504335,759401484335315,-686327766629891,-101793939422178,276627694943471,299186607104935,ccm
-240376623929827,154072835444545,-119258909005033,-114027800213879,865951121708744,29135545641701,latin jazz
-260950165615175,468128848325375,-153747944864014,-142062198061216,278663122123534,295532526380259,zydeco
-26920524174569,-413427647263504,-174822880475682,478710555434286,938700686528862,29926948226098,alternative metal
-263417762495664,541574890086291,116160865978103,-608311887438666,-502530857835874,320290511276762,hip hop
-275065475446788,-35942223311071,-413083743918951,-999502004671829,-140745932900751,318996039234,dubstep
-264396776025607,300344347549425,220755456920227,-243751257605967,-118409946611105,321105294737108,jazz rap
-270677849028459,-876194838107673,164077970602721,-287079800206132,-476489313902306,33779010496136,kizomba
-268815926125087,-362568101885597,958941103834009,-211039657156184,-158496305844637,34361967859156,garage rock
-218583572326613,292600307007071,-722414974017417,-733684757691426,208640712376586,305580163349042,free jazz
-277389396019606,-102685621378269,216714685046287,101831167566667,965634206820036,336461063111399,cumbia
-252449709370136,-687669469972403,237818251949314,-255920166661201,856403237457245,345477766953349,chicago soul
-259220656659138,937437043648059,-489717887871595,-12013539826204,-221531608697838,334902896006644,bhangra
-248745061948194,110315432338865,-246049174678725,460750626818864,138914987177509,327153091265558,dance pop
-24506965856522,153947290897698,-758485287260492,-470731589951148,283397884224606,323510599059911,indie pop
-567714698081783,238734598289864,-145469833120037,-303197008593069,-114087421952096,244713681280512,grindcore
-258346360064401,147935049973734,38461546103468,-457352923139393,460215015111462,345361499004852,chill-out
-274776688456912,-72041592277183,226804023578459,124769321637443,888885509812964,343235769033202,dance pop
-274425295394809,122066498408309,170555024492384,450382748592055,-277705977168072,351375798020096,sympho black metal
-271834519039313,325725267731092,732193116632611,-581429071571666,-203618228742294,35287117650058,neue deutsche welle
-256159516988789,170068588749256,-165552636102842,-613742674537319,338756795987385,338256024958884,jazz funk
-259110113806846,-761085747887174,-509452780829759,-162680652223668,457153123244642,356715588691998,chicago soul
-251069100078315,143585018461172,564738952280058,-1033557101654,875538932810565,359275451690252,symphony
-282212886453542,-530960506763942,572376439822192,812880916364361,-113080693839262,36257720165283,progressive rock
-273268530273465,-63590166330851,-13432384319407,-531021153378512,-108218268179618,357319283272769,post-hardcore
-271785054774812,-132731718978723,-168462749809243,542145742801585,12539039741422,352035972172323,rock
-249537957371852,355877994434467,341532312137546,-844064967327692,838442106503465,36116048181679,chamber jazz
-271687974475312,-778309873173472,-259092218776598,-10430732178119,-105918541940993,369185455965373,hardcore punk
-270148542071871,-140186123990455,287550132147646,317959859596069,152152464728267,368739493498977,dance rock
